Store;Area;Opening_Year;Food_Service;Beverages;2022_Dummy;2023_Dummy;Year;February_Dummy;Murch_Dummy;April_Dummy;May_Dummy;June_Dummy;July_Dummy;August_Dummy;September_Dummy;October_Dummy;November_Dummy;December_Dummy;Month;Data;Vacation_Time;Month_Year;Gross_Margin_Percentage_Store;Gross_Margin_Store;Number_of_Food_Service_Units_Sold;Number_of_Beverages_Units_Sold;Turnover_Food_Service;Turnover_Beverages;Share_in_Total_Sales_Food_Service;Number_of_Receipts_Food_Service;Number_of_Receipts_Beverages;Gross_Profit_Margin_Food_Service;Gross_Profit_Margin_Beverages;Share_of_Food_Service_Margin_in_Total_Margin;Discount_Availability_Food_Service;Discount_Amount_Food_Service;Discount_Availability_Bevareges;Discount_Amount_Beverages;Inventory_on_Market_Food_Service;Inventory_on_Market_Beverages;Inventory_Balance_Food_Service;Inventory_Balance_Beverages;Inventory_Turnover_Ratio_Food_Service;Inventory_Turnover_Ratio_;GMROI_Food_Service;GMROI_Beverages;Losses_Beverages;Store_ID;Competitor_Presence;Office_Dummy;School_Dummy;Location_Store;Type_Store
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;1;0;0;0;0;0;0;0;0;0;3;2022-03-01;0;Березень 2022;0,208885399;157487,16;3989,108;3852;46899,37;48132,22;0,0830;2832;3132;0,43;0,25;0,127803308;1;2311,61;1;302,36;23056,23;3324,177419;14391,63;32244,25855;1,86024672;1,112317405;0,798345322;0,283471173;91,84;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;1;0;0;0;0;0;0;0;0;4;2022-04-01;0;Квітень 2022;0,206303077;157247,77;3810,802;4693;47822,69;58264,1;0,0819;2741;3810;0,41;0,27;0,124675854;1;1641,05;1;95,79;20682,03;3403,8;12793,38;33278,27133;2,205647937;1,283880391;0,904209441;0,342405271;645,13;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;1;0;0;0;0;0;0;0;5;2022-05-01;0;Травень 2022;0,209955571;178181,06;3975,426;4916;53919,08;60223,83;0,0873;2827;4055;0,44;0,28;0,13277831;1;1044,48;1;67,22;22669,02;3334,435484;15462,86;33790,00452;1,956978967;1,288555909;0,858682;0,35696249;186,94;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;1;0;0;0;0;0;0;6;2022-06-01;1;Червень 2022;0,210701295;185168,89;2835,184;5913;38302,19;72790,59;0,0651;2033;4742;0,44;0,27;0,091656379;1;859,4;1;27;23557,28;3317,616667;15012,94;33711,39567;1,42079268;1,567220192;0,629561012;0,429693672;74,95;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;1;0;0;0;0;0;7;2022-07-01;1;Липень 2022;0,20350996;185086,52;3378;4762;42907,28;60818,48;0,0689;2280;3744;0,45;0,27;0,103334592;1;1937,93;1;84,26;22907,53;3417,856823;12506,48;34457,8929;1,901529153;1,280198128;0,847603072;0,351643347;198,98;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;1;0;0;0;0;8;2022-08-01;1;Серпень 2022;0,211558942;191870,66;3426;5563;44109,21;72520,92;0,0698;2342;4386;0,45;0,28;0,10421536;1;1466,72;1;19,1;21842,35;2968,949532;11854,50;30465,77806;2,03410829;1,70818713;0,922115017;0,482386444;675,82;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;1;0;0;0;9;2022-09-01;0;Вересень 2022;0,2094293;180925,18;3814;4654;50042,85;61143,09;0,0824;2698;3761;0,47;0,26;0,131040798;1;1051,97;0;0;21724,76;3534,658383;13185,91;36542,76633;1,997152642;1,240020243;0,946182186;0,321028545;-143,57;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;1;0;0;10;2022-10-01;0;Жовтень 2022;0,214664915;199033,94;4302;4164;54013,29;54836,95;0,0856;3006;3491;0,49;0,27;0,132752183;1;865,08;1;42,84;21528,71;3362,461371;12477,37;35102,31661;2,211291751;1,145402181;1,081718421;0,305597098;1059,37;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;1;0;11;2022-11-01;0;Листопад 2022;0,202080295;183288,71;3543;3207;44414,21;44483,94;0,0734;2541;2734;0,51;0,26;0,122801835;1;982,37;1;439,65;17393,95;3107,2;13595,13;32669,4975;1,6113135;1,011956795;0,816579883;0,259878335;183,3;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;1;12;2022-12-01;1;Грудень 2022;0,20353576;187836,85;3560;3267;43185,19;48225,96;0,0673;2493;2660;0,5;0,26;0,115596168;1;1108,76;1;161,12;18102,35;3180,677419;15582,00;33343,20048;1,377998117;1,067466215;0,692848087;0,279632288;256,57;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;0;1;2023-01-01;1;Січень 2023;0,218424181;186005,43;3400;3594;42102,02;50788,03;0,0727;2327;2890;0,48;0,27;0,109408634;1;1295,1;1;376,96;16727,95;2988,451613;12898,54;30134,22919;1,686348101;1,23554413;0,815119932;0,329779739;1082,21;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;1;0;0;0;0;0;0;0;0;0;0;2;2023-02-01;0;Лютий 2023;0,2057406;167781,21;3223;2968;38419,91;41008,45;0,0734;2179;2471;0,47;0,27;0,107366194;1;3230,68;1;318,64;23338,36;3318,948276;21319,92;33630,9331;0,95712745;0,895855607;0,44877051;0,237680284;216,77;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;1;0;0;0;0;0;0;0;0;0;3;2023-03-01;0;Березень 2023;0,203050864;207080,32;3164;3184;40922,75;45158,94;0,0708;2119;2551;0,47;0,25;0,092824465;1;13169,29;1;130,97;24391,03;3459,045177;23152,03;35167,07677;0,937309987;0,960674105;0,440270633;0,24197898;-98,53;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;1;0;0;0;0;0;0;0;0;4;2023-04-01;0;Квітень 2023;0,19503112;188425,21;870;3025;13594,95;44600,12;0,0235;565;2284;0,41;0,25;0,029553901;1;3065,84;1;26,95;23861,70;3251,68025;16864,87;32767,144;0,475915386;1,022005458;0,19494224;0,254628079;513,94;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;1;0;0;0;0;0;0;0;5;2023-05-01;0;Травень 2023;0,190689476;194462,35;1902;3262;28314,68;45214,33;0,0471;1275;2556;0,45;0,26;0,066031497;1;8472,93;1;77;21416,75;3250,370968;15968,08;33508,28919;0,96906059;1,004866581;0,439466672;0,256536916;730,98;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;1;0;0;0;0;0;0;6;2023-06-01;1;Червень 2023;0,194767967;125382,25;2187;4949;33778,79;67707,24;0,0553;1548;3731;0,47;0,25;0,125378752;1;7422,16;1;137,67;18279,31;3272,35;15144,95;34068,18617;1,192379319;1,485433059;0,554919961;0,375184875;48,92;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;1;0;0;0;0;0;7;2023-07-01;1;Липень 2023;0,202357636;219916,61;2600;5037;39918,78;69126,54;0,0623;1871;3790;0,45;0,27;0,082270366;1;9229,76;1;295,85;15918,78;3753,854839;14888,06;38773,38194;1,466017687;1,309018132;0,664451692;0,347892437;477,14;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;1;0;0;0;0;8;2023-08-01;1;Серпень 2023;0,210112369;244615,33;2891;5545;43981,27;75793,82;0,0688;2050;4299;0,44;0,27;0,078877477;1;10050,65;1;235,34;15076,46;3298,290323;17732,58;34880,76113;1,392162222;1,581656713;0,610743366;0,430388232;528,88;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;1;0;0;0;9;2023-09-01;0;Вересень 2023;0,227651421;274471,62;3641;4148;60978,33;57635,47;0,0976;2581;3361;0,49;0,30;0,108722024;1;6343,03;1;115,95;15049,60;2930,383333;17855,28;31292,0155;1,743866663;1,298147126;0,853400166;0,383209411;68,73;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;1;0;0;10;2023-10-01;0;Жовтень 2023;0,222085446;303325,68;4039;3319;68934,68;48425,61;0,1031;2466;2716;0,49;0,27;0,112362461;1;5338,12;1;253,85;14627,40;3003,467742;16735,33;32533,10758;2,082555425;1,083728627;1,029649063;0,294702217;208,27;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;0,220027675;316712,4;3163;2787;52040;41796,39;0,0868;2172;2258;0,5;0,27;0,08141541;1;5464,58;1;8070,45;14526,73;2800,233333;16751,99;30918,10283;1,567260071;0,99155243;0,776560801;0,26426609;697,89;1126;0;0;1;3;1
Маркет 1126 - м. Ківерці;78,9;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,201416537;295543,22;2592;2894;43140,02;45673,13;0,0683;1826;2137;0,48;0,23;0,070751039;1;5545,72;1;1817,2;15135,25;2765,080645;19154,78;31242,87032;1,160547599;1,121235009;0,562518021;0,261264714;57,86;1126;0;0;1;3;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;0;1;2021-01-01;1;Січень 2021;0,206860253;126042,21;4448,118;2092;38565,56;23627,69;0,1059;3004;1659;0,45;0,24;0,138512725;1;423,5;0;0;7990,43;2880,5;8881,33;23158,57645;2,376570334;0,780378709;1,075862359;0,183478927;148,25;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;1;0;0;0;0;0;0;0;0;0;0;2;2021-02-01;0;Лютий 2021;0,206309495;119038,23;3590,166;1459;31358,76;16481,12;0,1016;2553;1298;0,45;0,25;0,117341546;1;645,5;0;0;7505,97;2965,517857;9001,09;23657,65018;1,93205842;0,522736193;0,86059663;0,130497868;1200;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;1;0;0;0;0;0;0;0;0;0;3;2021-03-01;0;Березень 2021;0,199361231;139478,98;3888,942;1902;34839,16;21741,41;0,0976;2740;1650;0,46;0,25;0,114762597;1;752,5;0;0;7273,78;2895,33871;8666,03;23535,52452;2,173105732;0,693700282;0,998440785;0,172769624;88,66;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;1;0;0;0;0;0;0;0;0;4;2021-04-01;0;Квітень 2021;0,212818957;149510,15;3491,674;3067;32334,43;34321,25;0,0893;2385;2627;0,46;0,25;0,098830481;1;768,5;0;0;6766,64;2657,216667;7977,48;22200,13967;2,200979645;1,158728746;1,005801785;0,290256044;101,43;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;1;0;0;0;0;0;0;0;5;2021-05-01;0;Травень 2021;0,208888124;169913,7;3230,246;3201;32691,23;34867,24;0,0926;2225;2745;0,45;0,26;0,087289136;1;1132;0;0;8022,93;2766,185274;9764,82;23666,1529;1,828974709;1,09439418;0,829783947;0,281455768;639,04;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;1;0;0;0;0;0;0;6;2021-06-01;1;Червень 2021;0,211905679;165956,68;3371,582;3107;32871,9;35462,37;0,0908;2421;2608;0,42;0,27;0,083434002;1;3891,15;0;0;8170,93;2752,819133;10079,95;23519,87233;1,887456221;1,10327257;0,795041675;0,295976488;170,31;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;1;0;0;0;0;0;7;2021-07-01;1;Липень 2021;0,206852855;166407,45;2829,994;2968;29298,85;34808,48;0,0838;2039;2490;0,42;0,27;0,074435249;1;3190,12;0;0;9406,20;2885,768694;12978,98;25458,76048;1,303050909;0,996607828;0,550886616;0,270166097;97,63;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;1;0;0;0;0;8;2021-08-01;1;Серпень 2021;0,213302193;177358,07;3533,866;3435;36066,14;40381,22;0,0962;2538;2820;0,43;0,26;0,08647867;1;4455,72;0;0;7677,37;2832,515468;10283,51;26031,74306;2,015697126;1,141204411;0,857206722;0,301646426;200,55;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;1;0;0;0;9;2021-09-01;0;Вересень 2021;0,215511954;171242,27;4437,64;2914;44983,14;35201,51;0,1220;3208;2438;0,43;0,26;0,113202132;1;6078;1;18;6714,79;2793,970833;12681,22;25785,58967;2,018586718;1,011633255;0,86988777;0,261977346;-227,04;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;1;0;0;10;2021-10-01;0;Жовтень 2021;0,215465823;177912,14;4517,894;2721;46010,92;32261,35;0,1186;3225;2248;0,43;0,25;0,110799297;1;6583,25;1;23,52;6927,15;2617,60279;11857,49;24186,3;2,217869885;0,996188751;0,950205926;0,252193496;164,1;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;1;0;11;2021-11-01;0;Листопад 2021;0,215318645;163960,54;4605,464;2138;46604,47;26464,88;0,1192;3298;1800;0,47;0,25;0,133135997;1;6528,97;1;171,68;7380,71;2760,831367;12889,63;25207,28067;1,922120514;0,790083637;0,900301297;0,195514718;68,38;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;1;12;2021-12-01;1;Грудень 2021;0,210964684;165146,35;4216,64;2337;45728,69;30034,11;0,1072;2990;1835;0,46;0,24;0,126118803;1;4911,53;1;201,56;7871,39;2710,423145;13456,56;25469,39887;1,850445655;0,89080901;0,842823031;0,21787399;-414,13;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;0;1;2022-01-01;1;Січень 2022;0,213879219;163521,07;4207,71;2212;46348,81;29277,94;0,1062;2959;1808;0,49;0,25;0,14025159;1;2194,64;1;113,8;8306,22;2636,067774;12320,02;24587,22081;1,900542319;0,893889967;0,940416995;0,222867517;62,88;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;1;0;0;0;0;0;0;0;0;0;0;2;2022-02-01;0;Лютий 2022;0,214979519;145860,81;4140,329;2552;46766,38;32742,2;0,1116;2824;2148;0,48;0,24;0,15455015;1;1955,96;1;287,49;7721,67;2558,692482;17682,99;24093,68339;1,369879464;1,028953921;0,660323345;0,249864701;506,02;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;1;0;0;0;0;0;0;0;0;0;3;2022-03-01;0;Березень 2022;0,216089164;157487,16;4608,874;2954;51872,84;36036,36;0,1175;3180;2427;0,47;0,24;0,153259224;1;2536,93;1;202,46;6809,34;2724,383081;14341,71;25815,95081;1,933973354;1,05688418;0,8998751;0,256677813;-55,03;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;1;0;0;0;0;0;0;0;0;4;2022-04-01;0;Квітень 2022;0,213919311;157247,77;4384,392;3439;51023,78;41564,51;0,1113;3106;2793;0,47;0,26;0,151153241;1;1723,36;0;0;7302,41;2998,791283;12312,26;28445,67033;2,21366848;1,08290786;1,031197638;0,280349691;113,52;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;1;0;0;0;0;0;0;0;5;2022-05-01;0;Травень 2022;0,204913374;178181,06;2944,408;1786;32351,9;23363,83;0,1258;1976;1498;0,38;0,27;0,068546904;1;6489,43;1;19;8781,87;2142,451419;12513,10;20408,38129;1,609364648;0,838001297;0,607580809;0,224586986;1636,23;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;1;0;0;0;0;0;0;6;2022-06-01;1;Червень 2022;0,232749662;185168,89;7637,442;7207;99979,46;89408,59;0,1474;5245;5971;0,44;0,27;0,238124017;1;18351,89;1;9,5;21683,09;3424,183333;38820,01;33741,75933;1,439626203;1,924247025;0,634907095;0,526881176;-49,83;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;1;0;0;0;0;0;7;2022-07-01;1;Липень 2022;0,229406195;185086,52;7205;5466;100103,2;69251,33;0,1484;4865;4514;0,47;0,28;0,256046902;1;8944,81;1;110,94;16416,61;4153,16129;33778,51;40135,16629;1,560529861;1,250011764;0,738785627;0,344435255;431,35;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;1;0;0;0;0;8;2022-08-01;1;Серпень 2022;0,229018409;191870,66;7562;6608;103294,85;83735,6;0,1366;5263;5489;0,47;0,28;0,252518233;1;11234,74;1;7,3;17729,27;3505,516129;40136,35;34855,04532;1,366442329;1,729536698;0,640934942;0,484405605;720,58;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;1;0;0;0;9;2022-09-01;0;Вересень 2022;0,234466509;180925,18;8568;5984;120262,53;77186,83;0,1564;5977;4998;0,5;0,27;0,329561977;1;9839,55;1;17,37;17482,54;4150,533333;46504,43;40862,49083;1,303885916;1,380528178;0,646465527;0,371572284;392,78;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;1;0;0;10;2022-10-01;0;Жовтень 2022;0,237536274;199033,94;9798;5399;136327,64;71159,8;0,1692;6692;4531;0,5;0,27;0,343178706;1;8830,99;1;147,3;17710,36;3940,66129;33675,83;38776,3779;2,019948135;1,344686451;1,012054207;0,359372621;277,54;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;1;0;11;2022-11-01;0;Листопад 2022;0,22862681;183288,71;8462;4157;120460,47;56238,77;0,1561;5893;3568;0,53;0,26;0,347312336;1;7063,87;1;340;18177,14;3472,833333;40096,37;34671,063;1,416638047;1,201161037;0,748635249;0,311685894;-70,3;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;1;12;2022-12-01;1;Грудень 2022;0,227233552;187836,85;8713;4787;125207,16;67535,39;0,1437;5846;3868;0,52;0,25;0,346340667;1;6415,42;1;293,46;17258,69;3688,129032;44318,32;37518,11016;1,357262963;1,348880308;0,705211068;0,338100934;102,4;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;0;1;2023-01-01;1;Січень 2023;0,250240694;186005,43;8329;4902;125007,99;66920,48;0,1578;5699;3913;0,54;0,25;0,362972844;1;5721,46;1;283,28;16970,81;3628,516129;36149,28;36001,55387;1,590434833;1,386252387;0,858969739;0,352427905;417,03;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;1;0;0;0;0;0;0;0;0;0;0;2;2023-02-01;0;Лютий 2023;0,244437159;167781,21;9112;4521;132197,87;61580,39;0,1722;6052;3832;0,53;0,27;0,416300252;1;7793,75;1;80,22;17089,09;3902,603448;42518,27;39065,45897;1,46644051;1,157108126;0,77480067;0,30773526;370,73;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;1;0;0;0;0;0;0;0;0;0;3;2023-03-01;0;Березень 2023;0,235360649;207080,32;7161;4105;108888,27;58685,78;0,1424;4742;3382;0,55;0,26;0,288985404;1;6095,29;1;79,05;17495,27;4209,903226;48793,57;42527,78806;1,005154596;1,02788158;0,552416321;0,262238995;111,61;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;1;0;0;0;0;0;0;0;0;4;2023-04-01;0;Квітень 2023;0,189312547;188425,21;812;3197;13723,3;47138,49;0,0240;547;2361;0,38;0,26;0,027488944;1;500,56;1;18,3;17977,83;4071,166667;36653,58;41150,53217;0,233092928;0,850796045;0,087976686;0,218892613;155,5;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;1;0;0;0;0;0;0;0;5;2023-05-01;0;Травень 2023;0,199219099;194462,35;2591;3870;44028,53;53630,54;0,0682;1718;2944;0,52;0,25;0,118541044;1;1922,93;1;117,97;17433,28;3787,080645;36861,28;39159,65839;0,569072992;1,026988785;0,297946348;0,256869273;142,8;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;1;0;0;0;0;0;0;6;2023-06-01;1;Червень 2023;0,21848047;125382,25;5643;6620;88084,01;90010,73;0,1191;3611;5121;0,47;0,27;0,333134634;1;4726,03;1;278,4;17697,57;3826,432883;38821,33;39784,8135;1,19302573;1,653326338;0,565729178;0,4451225;924,3;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;1;0;0;0;0;0;7;2023-07-01;1;Липень 2023;0,219116357;219916,61;11197;7228;131111,84;99240,39;0,1649;6950;5436;0,41;0,26;0,24508317;1;10010,83;1;382,75;19134,29;4734,910242;48344,88;48932,92097;1,597149147;1,500898343;0,656561003;0,390151123;478,18;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;1;0;0;0;0;8;2023-08-01;1;Серпень 2023;0,230986474;244615,33;10945;7948;143774,82;109575,48;0,1685;6528;6294;0,44;0,27;0,256353598;1;14178,17;1;432,11;22772,20;4774,623306;59294,91;50421,54113;1,367179642;1,588287827;0,596301413;0,427477806;1327,57;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;1;0;0;0;9;2023-09-01;0;Вересень 2023;0,240631429;274471,62;11126;6153;150107,79;86159,56;0,1878;6737;4943;0,46;0,28;0,251479188;1;13986,01;1;103,15;25929,07;4573,656417;67728,34;48944,88983;1,197192992;1,261354152;0,550503937;0,35754244;5,72;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;1;0;0;10;2023-10-01;0;Жовтень 2023;0,235446455;303325,68;11437;5195;155999,27;74979,66;0,1919;6767;4271;0,46;0,27;0,236685697;1;13203,95;1;413,55;26750,10;4356,470774;52516,01;47889,30371;1,603442841;1,149703289;0,737924808;0,30546197;-258,8;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;0,239974142;316712,4;11192;4264;152275,52;63343,84;0,1881;6652;3428;0,46;0,27;0,222101661;1;16228,87;1;5908,4;32162,30;4102,4478;66079,54;45267,7415;1,239917306;1,024159555;0,572768999;0,274576635;8,73;1127;1;1;0;2;1
Маркет 1127 - м. Ківерці;135,3;2016;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,219096101;295543,22;10884;4847;147887,04;73589,1;0,1594;6680;3552;0,46;0,22;0,228629843;1;16910,35;1;6723,72;32727,67;4271,435871;74680,50;49903,11258;1,075475441;1,151502923;0,491387721;0,252327905;347,58;1127;1;1;0;2;1
Маркет 1128 - м. Луцьк;94,6;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;0;1;2021-01-01;1;Січень 2021;0,195137382;126042,21;2218,034;3128;21387,2;35690,41;0,0463;1607;2600;0,46;0,24;0,077783149;1;406,5;0;0;10139,23;3476,343065;10787,58;28183,6879;1,073756979;0,956684948;0,492213589;0,233941495;1114,37;1128;1;0;1;3;1
Маркет 1128 - м. Луцьк;94,6;2017;01. Фуд сервіс;02. Напої;0;0;2021;1;0;0;0;0;0;0;0;0;0;0;2;2021-02-01;0;Лютий 2021;0,192662036;119038,23;2177,924;2674;20105,1;30628,23;0,0457;1585;2285;0,46;0,24;0,077883214;1;560,5;0;0;12878,77;3458,637125;11375,61;28495,26643;0,952390305;0,818311703;0,439176463;0,195311273;797,24;1128;1;0;1;3;1
Маркет 1128 - м. Луцьк;94,6;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;1;0;0;0;0;0;0;0;0;0;3;2021-03-01;0;Березень 2021;0,19750106;139478,98;2478,666;3164;24713,4;36713,83;0,0498;1864;2718;0,47;0,25;0,082697049;1;611;1;2,64;11843,53;3588,327145;11871,25;29701,91145;1,110152876;0,931155897;0,518142317;0,229701402;733,03;1128;1;0;1;3;1
Маркет 1128 - м. Луцьк;94,6;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;0;1;0;0;0;0;0;0;0;0;4;2021-04-01;0;Квітень 2021;0,205398634;149510,15;2569,472;4061;26811,68;45086,86;0,0546;1854;3390;0,46;0,24;0,082667431;1;1022,72;0;0;12195,83;3101,22685;11062,83;27151,97483;1,30636219;1,262196588;0,602205466;0,302783949;482,24;1128;1;0;1;3;1
