Store;Area;Opening_Year;Food_Service;Beverages;2022_Dummy;2023_Dummy;Year;February_Dummy;Murch_Dummy;April_Dummy;May_Dummy;June_Dummy;July_Dummy;August_Dummy;September_Dummy;October_Dummy;November_Dummy;December_Dummy;Month;Data;Vacation_Time;Month_Year;Gross_Margin_Percentage_Store;Gross_Margin_Store;Number_of_Food_Service_Units_Sold;Number_of_Beverages_Units_Sold;Turnover_Food_Service;Turnover_Beverages;Share_in_Total_Sales_Food_Service;Number_of_Receipts_Food_Service;Number_of_Receipts_Beverages;Gross_Profit_Margin_Food_Service;Gross_Profit_Margin_Beverages;Share_of_Food_Service_Margin_in_Total_Margin;Discount_Availability_Food_Service;Discount_Amount_Food_Service;Discount_Availability_Bevareges;Discount_Amount_Beverages;Inventory_on_Market_Food_Service;Inventory_on_Market_Beverages;Inventory_Balance_Food_Service;Inventory_Balance_Beverages;Inventory_Turnover_Ratio_Food_Service;Inventory_Turnover_Ratio_;GMROI_Food_Service;GMROI_Beverages;Losses_Beverages;Store_ID;Competitor_Presence;Office_Dummy;School_Dummy;Location_Store;Type_Store
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;0;1;2021-01-01;1;Січень 2021;0,213373648;126042,21;4192,548;3479;39516,48;40531,26;0,0669;2801;2893;0,42;0,29;0,131459612;1;428;0;0;8530,95;2423,654629;7623,69;19340,83194;3,009963832;1,482359709;1,262093064;0,43380221;-69,03;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;1;0;0;0;0;0;0;0;0;0;0;2;2021-02-01;0;Лютий 2021;0,210483988;119038,23;4067,001;2986;39629,18;34226,28;0,0701;2653;2539;0,42;0,29;0,138767856;1;781,5;0;0;10031,20;2502,549304;8923,55;20315,13232;2,589831796;1,204396782;1,079522783;0,343404756;15,25;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;1;0;0;0;0;0;0;0;0;0;3;2021-03-01;0;Березень 2021;0,216125903;139478,98;4368,258;3607;45468,78;42720,15;0,0705;2920;3169;0,44;0,29;0,144303536;1;879,5;0;0;15956,25;2552,125339;10689,50;20984,61323;2,37068906;1,438573572;1,049414425;0,422015121;762,77;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;1;0;0;0;0;0;0;0;0;4;2021-04-01;0;Квітень 2021;0,223070744;149510,15;3365;5682;37975,3;66260,25;0,0567;2438;4845;0,45;0,30;0,115092387;1;830,72;0;0;17046,99;2394,015383;10133,01;20612,09683;2,049521486;2,265688463;0,928685224;0,668818726;81,11;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;1;0;0;0;0;0;0;0;5;2021-05-01;0;Травень 2021;0,223771625;169913,7;3846,544;6218;43987,6;70450,96;0,0579;2683;5216;0,43;0,30;0,111791868;1;661;0;0;16895,90;2490,46079;11518,54;21330,71161;2,169774516;2,315461898;0,936964095;0,692180894;-62,97;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;1;0;0;0;0;0;0;6;2021-06-01;1;Червень 2021;0,224618736;165956,68;3483,542;5771,999;42468,34;67551,97;0,0575;2616;4918;0,47;0,30;0,120919025;1;625;0;0;15034,58;2475,33815;12885,10;21246,8725;1,73852162;2,220847798;0,821493604;0,669552112;1562,29;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;1;0;0;0;0;0;7;2021-07-01;1;Липень 2021;0,221078612;166407,45;3527;5770;43202,21;69054,17;0,0574;2582;4801;0,48;0,30;0,124289868;1;602;1;28,96;13787,84;2648,32171;15380,17;23361,08694;1,464187266;2,070678909;0,700969552;0,620142428;58,16;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;1;0;0;0;0;8;2021-08-01;1;Серпень 2021;0,222301678;177358,07;3952;6870;48740,98;82895,97;0,0611;2935;5752;0,47;0,29;0,129375111;1;1153,5;1;22,84;12585,30;2498,717032;12254,23;22605,28113;2,105008666;2,604647988;0,990971856;0,754635883;-42,7;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;1;0;0;0;9;2021-09-01;0;Вересень 2021;0,224829969;171242,27;4324,556;5904;56886,26;72550,04;0,0747;3196;4963;0,46;0,29;0,152545455;1;931,5;1;47,66;11468,48;2530,095;11397,61;22708,51617;2,699164961;2,261553755;1,239459369;0,660651078;-708,31;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;1;0;0;10;2021-10-01;0;Жовтень 2021;0,226076471;177912,14;5216;5206;64071,51;63435,65;0,0814;3815;4474;0,48;0,28;0,171610155;1;1598,17;1;486,22;12014,63;2302,481387;12635,99;20850,89839;2,654321133;2,186373899;1,264844317;0,615142151;182,42;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;1;0;11;2021-11-01;0;Листопад 2021;0,224827987;163960,54;4761;4176;58359,39;52320,85;0,0800;3520;3627;0,49;0,28;0,174469479;1;1365,72;1;99,88;11632,47;2417,45695;14084,23;21867,10867;2,112525108;1,714645067;1,035499611;0,485890795;300;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;1;12;2021-12-01;1;Грудень 2021;0,216864269;165146,35;4196;4002;51502;52848,17;0,0676;3067;3381;0,48;0,27;0,14989202;1;1152,29;1;128,52;12091,63;2289,761903;12424,67;21385,89823;2,152804841;1,798324279;1,034732425;0,489644001;-17,62;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;0;1;2022-01-01;1;Січень 2022;0,221555382;163521,07;3596,56;3895;48650,23;52239,92;0,0659;2620;3275;0,47;0,28;0,140069656;1;1134,88;1;78,08;14039,01;2154,33479;17487,25;19840,07145;1,472266216;1,899191245;0,693137237;0,529325115;128,34;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;1;0;0;0;0;0;0;0;0;0;0;2;2022-02-01;0;Лютий 2022;0,219399112;145860,81;3679;3989;51264,52;49985,62;0,0771;2613;3356;0,46;0,28;0,16153064;1;3838,12;1;510,17;15891,03;2186,647714;20639,60;20911,94232;1,342251594;1,72459064;0,616894031;0,48030142;-124,2;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;1;0;0;0;0;0;0;0;0;0;3;2022-03-01;0;Березень 2022;0,21347874;157487,16;4103;5011;50072,71;62777,31;0,0679;2917;4192;0,4;0,27;0,128194133;1;10674,75;1;95,89;13890,76;2431,482968;21285,46;22482,88242;1,403952884;2,031741266;0,566062961;0,553361227;-106,07;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;1;0;0;0;0;0;0;0;0;4;2022-04-01;0;Квітень 2022;0,217197432;157247,77;3773;5458;51342,91;69377,25;0,0709;2784;4625;0,41;0,29;0,134835553;1;7631,85;1;98,67;16661,98;2537,365933;22745,35;23882,54533;1,325119856;2,06176642;0,547222061;0,598435822;422,4;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;1;0;0;0;0;0;0;0;5;2022-05-01;0;Травень 2022;0,226428531;178181,06;4034,11;5547;60021,46;72014,99;0,0763;2995;4669;0,47;0,30;0,15864666;1;4250,28;1;41,45;15155,22;2517,419355;20023,31;24241,50548;1,585833045;2,068458167;0,746867186;0,628233759;31,45;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;1;0;0;0;0;0;0;6;2022-06-01;1;Червень 2022;0,227111156;185168,89;3651,408;6741;53950,32;85667,08;0,0662;2691;5654;0,47;0,30;0,136477083;1;4791,55;1;68,45;11202,59;2362,85;17118,44;23170,1365;1,675328574;2,603296705;0,78475434;0,770298812;131,21;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;1;0;0;0;0;0;7;2022-07-01;1;Липень 2022;0,229459132;185086,52;4631;5971;67736,84;78076,85;0,0840;3432;4949;0,47;0,30;0,173060361;1;6705,1;1;51,4;11230,64;2717,048387;16323,09;25874,25952;2,187434775;2,115363725;1,034385861;0,632450455;91,38;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;1;0;0;0;0;8;2022-08-01;1;Серпень 2022;0,234877711;191870,66;4491;6609;67225,6;87538,75;0,0823;3257;5519;0,48;0,30;0,16672523;1;6161,72;1;43,74;11483,37;2198,854839;13166,59;21949,56258;2,676160553;2,776976524;1,273466056;0,843361795;-34,61;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;1;0;0;0;9;2022-09-01;0;Вересень 2022;0,232530075;180925,18;5251;5382;75670,78;71400,08;0,0973;3808;4603;0,5;0,29;0,209225161;1;8241,77;1;37,13;11210,54;2680,2;15026,01;26666,34717;2,516747959;1,903343179;1,258996259;0,550339334;-91,45;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;1;0;0;10;2022-10-01;0;Жовтень 2022;0,234684045;199033,94;6372;5569;92549,8;75220,73;0,1091;4577;4783;0,51;0,28;0,235318208;1;10333,16;1;24,29;15194,91;2353,33871;16748,61;23304,86968;2,729390501;2,313813411;1,381251819;0,65512121;84,39;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;1;0;11;2022-11-01;0;Листопад 2022;0,225381248;183288,71;6150;4175;89917,44;57954,81;0,1106;4372;3660;0,52;0,28;0,25280777;1;10497,74;1;494,15;14662,02;2215,8;17290,51;22236,8405;2,52049436;1,86769159;1,298876706;0,529266957;107,64;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;1;12;2022-12-01;1;Грудень 2022;0,226124817;187836,85;5708;4126;86714,11;57850,62;0,1044;4195;3573;0,52;0,29;0,239615869;1;9772,64;1;138,79;12774,49;2359,274194;17802,04;23741,10145;2,342732333;1,73207802;1,215987956;0,500880457;-25,6;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;0;1;2023-01-01;1;Січень 2023;0,240340742;186005,43;5482;4106;83844,01;56428,35;0,1083;3943;3420;0,54;0,28;0,242381311;1;7714,39;1;121,45;7707,77;2273,677419;15020,62;22801,05129;2,580436871;1,789311794;1,387541402;0,495623736;-135,5;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;1;0;0;0;0;0;0;0;0;0;0;2;2023-02-01;0;Лютий 2023;0,23946446;167781,21;5256;4013;79627,01;53450,21;0,1136;3791;3407;0,52;0,29;0,246515388;1;8163,28;1;119,85;8284,54;2465,603448;15604,53;24490,39759;2,452259967;1,553639947;1,273777154;0,447660189;-20,36;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;1;0;0;0;0;0;0;0;0;0;3;2023-03-01;0;Березень 2023;0,225633086;207080,32;4956;4353;77488,86;59836,76;0,0844;3587;3627;0,54;0,27;0,201805077;1;7840,61;1;50,27;8166,90;2820,16129;16527,86;27227,18935;2,159928982;1,595475002;1,164852984;0,437191821;-31,36;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;1;0;0;0;0;0;0;0;0;4;2023-04-01;0;Квітень 2023;0,205437596;188425,21;1915;4304;32205,72;60991,79;0,0351;1392;3380;0,49;0,27;0,084462636;1;2758,62;1;30,3;9883,19;2587,466667;13941,65;25473,59533;1,168500468;1,736977816;0,577430233;0,476870857;1,27;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;1;0;0;0;0;0;0;0;5;2023-05-01;0;Травень 2023;0,206617397;194462,35;3009;4862;50747,35;66850,08;0,0539;2047;3819;0,52;0,27;0,135418964;1;4871,74;1;29,92;7972,60;2735,112903;13220,20;26627,76887;1,846678207;1,831159052;0,95828099;0,495532686;406,47;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;1;0;0;0;0;0;0;6;2023-06-01;1;Червень 2023;0,216154626;125382,25;2473;4003;39445,36;54770,69;0,0680;1716;3133;0,49;0,30;0,153429293;1;4843,26;1;161;12653,40;2899,599917;15962,06;29853,91783;1,266005047;1,292540571;0,617424497;0,381911546;424,57;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;1;0;0;0;0;0;7;2023-07-01;1;Липень 2023;0,217233655;219916,61;12705;7282;135194,85;98068,8;0,1335;7016;5489;0,35;0,27;0,215257183;1;19777,52;1;2753,14;32621,15;6986,934097;46604,07;72952,26452;1,885161955;0,984685814;0,660091596;0,263406829;420,54;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;1;0;0;0;0;8;2023-08-01;1;Серпень 2023;0,229263375;244615,33;12863;7421;148487,25;102194;0,1392;6957;5781;0,38;0,28;0,229430592;1;20929,02;1;405,17;34114,00;5257,526048;55809,00;55518,6121;1,65501996;1,322146884;0,625531333;0,372477113;-58,85;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;1;0;0;0;9;2023-09-01;0;Вересень 2023;0,238554199;274471,62;15620;6601;187084,48;95090,79;0,1626;8342;5365;0,42;0,31;0,284749695;1;18395,42;1;47,1;33271,17;4514,995217;61947,95;46915,57067;1,758391985;1,398063779;0,734579234;0,433718595;268,2;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;1;0;0;10;2023-10-01;0;Жовтень 2023;0,236182002;303325,68;17081;6494;209539,2;96448,19;0,1632;9210;5317;0,43;0,29;0,294754206;1;18877,5;1;132;31648,74;4211,342226;54629,31;44470,09419;2,199051923;1,534148763;0,938294981;0,448950935;73,73;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;0,24142999;316712,4;17932;6115;225956,77;92216,52;0,1722;9651;4828;0,45;0,28;0,321441661;1;19328,44;1;12278,42;32638,69;4058,20475;62617,11;42468,08;1,982720107;1,559556495;0,893312239;0,439458239;345,25;1101;1;0;1;3;1
Маркет 1101 - м. Луцьк;131,4;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,227567811;295543,22;15740;6096;198971,26;93728,7;0,1532;8756;4757;0,43;0,25;0,292110981;1;19600,62;1;6400,22;31154,59;4381,02871;66805,17;48509,27097;1,686094723;1,44023191;0,731577775;0,366694922;242,97;1101;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;0;1;2021-01-01;1;Січень 2021;0,189728797;126042,21;1514,792;2825;13235,43;32418,8;0,0311;1118;2231;0,46;0,27;0,047937909;1;558,88;1;91,86;9491,11;2936,522258;6947,57;23657,50968;1,035358693;1,005818462;0,472658938;0,267555132;1309,6;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;1;0;0;0;0;0;0;0;0;0;0;2;2021-02-01;0;Лютий 2021;0,189934413;119038,23;1577,74;2178,02;13701,36;25094,77;0,0371;1176;1855;0,44;0,26;0,050678593;1;674,1;1;118,16;9826,69;3084,748911;8485,17;24862,70411;0,903773004;0,741998534;0,397930013;0,196528074;603,23;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;1;0;0;0;0;0;0;0;0;0;3;2021-03-01;0;Березень 2021;0,185514562;139478,98;1882,306;2763;17232,88;31847,15;0,0394;1422;2372;0,44;0,27;0,054792055;1;540,46;1;113,32;9235,81;3104,724919;9287,99;25207,22532;1,032574253;0,92305082;0,45792018;0,248669247;329,57;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;1;0;0;0;0;0;0;0;0;4;2021-04-01;0;Квітень 2021;0,201519832;149510,15;2092,368;3754;20683,09;43082,23;0,0449;1593;3173;0,45;0,27;0,061631535;1;793;1;80,88;9469,49;2787,526683;7806,92;23635,13317;1,469024137;1,332587795;0,654466121;0,358380132;318,86;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;1;0;0;0;0;0;0;0;5;2021-05-01;0;Травень 2021;0,201679474;169913,7;2180,346;4013;22992,28;45918,93;0,0461;1676;3402;0,44;0,27;0,059972563;1;829;0;0;8828,02;2737,519532;10245,64;23258,69032;1,249518466;1,437588254;0,553785579;0,390791113;553,31;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;1;0;0;0;0;0;0;6;2021-06-01;1;Червень 2021;0,20152402;165956,68;2228,372;3817;24458,97;43709,82;0,0505;1704;3216;0,44;0,28;0,065112594;1;891,5;1;8,8;8358,36;2783,304967;12480,68;24178,49617;1,093938602;1,304450028;0,48329747;0,363199657;33,43;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;1;0;0;0;0;0;7;2021-07-01;1;Липень 2021;0,196867851;166407,45;2066,84;3437;21472,57;40836,49;0,0459;1561;2847;0,47;0,27;0,061160783;1;615,5;1;39,8;10231,03;2738,354839;15830,16;24413,86952;0,713508817;1,221711699;0,33819028;0,329381321;657,12;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;1;0;0;0;0;8;2021-08-01;1;Серпень 2021;0,199475639;177358,07;2005,5;3995;22119,4;45853,79;0,0470;1551;3384;0,47;0,27;0,05804196;1;636,11;1;62;9596,63;2593,117274;12373,27;23979,00387;0,955704677;1,402240901;0,444778097;0,373985116;256,96;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;1;0;0;0;9;2021-09-01;0;Вересень 2021;0,201869352;171242,27;2657,694;3670;31011,75;43201,82;0,0653;2111;3184;0,47;0,27;0,084785083;1;631;1;139,15;8905,54;2542,950467;12730,96;23159,51533;1,295499985;1,362455973;0,606515022;0,367343023;734,39;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;1;0;0;10;2021-10-01;0;Жовтень 2021;0,204685151;177912,14;2870,012;3075;32016,71;37106,12;0,0672;2215;2616;0,48;0,26;0,086295966;1;870,09;1;67,46;9530,65;2612,989677;11269,49;23864,1829;1,478647869;1,151604063;0,709061881;0,298685825;344,24;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;1;0;11;2021-11-01;0;Листопад 2021;0,201543901;163960,54;2278,28;2524;26547,96;31685,64;0,0585;1757;2146;0,47;0,26;0,076816715;1;1368,85;1;73,18;8904,87;2737,291;13057,82;25105,56467;1,068558603;0,932076626;0,506946652;0,243724363;223,22;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;1;12;2021-12-01;1;Грудень 2021;0,193350844;165146,35;2057,178;2561;21963,25;33494,84;0,0459;1593;2128;0,47;0,25;0,061994649;1;2132,46;1;230,78;8680,69;2689,653742;13512,27;25233,71887;0,867734247;0,993328812;0,40449515;0,249985535;-18,05;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;0;1;2022-01-01;1;Січень 2022;0,194481984;163521,07;2060,314;2483;20906,45;33395,44;0,0462;1532;2086;0,46;0,25;0,058277994;1;2698;1;301,87;8310,45;2598,443048;11561,58;24113,78387;0,984015202;1,038147316;0,448538608;0,259938467;-110,15;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;1;0;0;0;0;0;0;0;0;0;0;2;2022-02-01;0;Лютий 2022;0,192785266;145860,81;2206,68;2332;22199,25;29359,37;0,0554;1632;2008;0,45;0,24;0,06836833;1;2595,88;1;347,59;7617,65;2558,277661;12944,43;24574,04696;0,94457535;0,902988833;0,424318433;0,220501318;-7,01;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;1;0;0;0;0;0;0;0;0;0;3;2022-03-01;0;Березень 2022;0,185640151;157487,16;2645,27;2820;27395,16;35233,61;0,0640;2002;2410;0,44;0,25;0,076421532;1;3270,32;1;528,36;9774,02;2520,732468;11912,05;24192,16226;1,289429419;1,096963955;0,566480054;0,270731484;-16,5;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;1;0;0;0;0;0;0;0;0;4;2022-04-01;0;Квітень 2022;0,193084329;157247,77;3062,145;3190;32489,6;39963,37;0,0710;2219;2726;0,44;0,26;0,090253871;1;3446,96;1;169,91;8045,71;2580,740167;10031,20;25469,83133;1,824046428;1,16553422;0,796786301;0,299741314;355,92;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;1;0;0;0;0;0;0;0;5;2022-05-01;0;Травень 2022;0,195768144;178181,06;2762,536;3452;34518,22;43993,38;0,0713;2068;3032;0,48;0,27;0,093269453;1;1439,45;1;59,3;7832,01;2575,586774;10960,42;25846,56403;1,63309236;1,234451897;0,786254823;0,339161698;-98,02;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;1;0;0;0;0;0;0;6;2022-06-01;1;Червень 2022;0,203243122;185168,89;2169,666;4343;27602,56;53357,95;0,0569;1674;3595;0,49;0,26;0,072604907;1;1170,19;1;307,52;5062,14;2676,974833;10655,96;26940,46733;1,328682125;1,461970927;0,647151147;0,382816835;820,85;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;1;0;0;0;0;0;7;2022-07-01;1;Липень 2022;0,196393877;185086,52;2416;3269;28430,24;42459,88;0,0590;1811;2790;0,49;0,27;0,075211204;1;1843,77;1;18;4109,79;2923,034677;9823,30;28751,26613;1,477065461;1,082044174;0,723230191;0,289235863;71,74;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;1;0;0;0;0;8;2022-08-01;1;Серпень 2022;0,195081667;191870,66;2364;3595;28567,38;47135,26;0,0601;1796;3060;0,5;0,27;0,074357956;1;1320,55;1;122,35;9950,75;2510,016129;10087,07;25083,72887;1,417683005;1,366455529;0,708018705;0,37279693;730,28;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;1;0;0;0;9;2022-09-01;0;Вересень 2022;0,196803335;180925,18;2991;3607;36328,38;46777,62;0,0734;2305;3122;0,5;0,26;0,100154163;1;1201,07;1;144,05;9494,28;2705,776733;11974,98;27268,57367;1,520501184;1,273313024;0,758418208;0,328176246;670,63;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;1;0;0;10;2022-10-01;0;Жовтень 2022;0,194953898;199033,94;3093;3035;37055,85;39515,25;0,0800;2356;2572;0,49;0,25;0,091838658;1;1188,41;1;83;8968,84;2735,83979;12258,54;27751,68565;1,53173577;1,066809072;0,755578767;0,267530751;-310,11;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;1;0;11;2022-11-01;0;Листопад 2022;0,188072047;183288,71;2791;2950;33864,78;39884,06;0,0666;2168;2495;0,5;0,25;0,091839699;1;1486,32;1;193,95;7265,07;2530,13825;13503,96;26087,84867;1,261230273;1,143300867;0,626920246;0,288312962;337,65;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;1;12;2022-12-01;1;Грудень 2022;0,192518236;187836,85;2721;2876;32192,52;40521,85;0,0620;2078;2428;0,52;0,25;0,088456072;1;1395,11;1;144,7;5644,54;2820,056387;15629,72;28848,38371;0,996640601;1,052801443;0,514389447;0,263713942;56,75;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;0;1;2023-01-01;1;Січень 2023;0,198256158;186005,43;2253;2719;25937,92;37444,03;0,0592;1650;2230;0,49;0,26;0,067860438;1;1330,66;1;477,32;4916,24;2696,627097;9897,66;27516,82806;1,345319543;1,013319193;0,654685297;0,258733924;-74,17;1102;1;0;1;3;1
Маркет 1102 - м. Луцьк;75;2012;01. Фуд сервіс;02. Напої;0;1;2023;1;0;0;0;0;0;0;0;0;0;0;2;2023-02-01;0;Лютий 2023;0,195331918;167781,21;2520;2630;30942,89;36040,4;0,0711;1866;2220;0,45;0,25;0,083185715;1;10371,12;1;543,93;9952,14;2853,022931;19028,35;28761,08379;0,892662362;0,933815992;0,402641401;0,237929736;757,22;1102;1;0;1;3;1
